,question,bloom_cat_name
5746,A boat is moving downstream in a river with a speed of 5 m/s. The speed of the river is 2 m/s. What is the speed of the boat relative to the shore?,Higher Order Thinking Skills
5747,A boat is moving upstream in a river with a speed of 5 m/s. The speed of the river is 2 m/s. What is the time taken by the boat to travel a distance of 100 m upstream?,Evaluation
5748,Which of the following statements about relative velocity are correct?,Remembering
5749,Which of the following are applications of relative velocity?,Understanding
5750,A car is traveling at a speed of 60 km/h relative to the ground. A passenger in the car is walking at a speed of 5 km/h relative to the car. What is the passenger's speed relative to the ground?,Application
5751,A boat is traveling upstream in a river at a speed of 10 km/h. The river is flowing at a speed of 5 km/h. What is the boat's speed relative to the shore?,Higher Order Thinking Skills
5752,Which of the following statements about relative velocity is incorrect?,Evaluation
5753,A man is walking on a moving train in the same direction as the train. What is the relative velocity of the man with respect to the train?,Understanding
5754,A man is walking on a moving train in the opposite direction of the train. What is the relative velocity of the man with respect to the train?,Application
5755,A man is standing on a moving platform. What is the relative velocity of the man with respect to the platform?,Higher Order Thinking Skills
5756,A man is walking on a moving sidewalk. What is the relative velocity of the man with respect to the sidewalk?,Evaluation
5757,Which of the following statements about relative velocity in one dimension are correct?,Remembering
5758,What is the relative velocity of a car traveling at 60 km/h relative to a truck traveling at 40 km/h in the same direction?,Understanding
5759,A boat is traveling upstream in a river with a current of 5 km/h. The boat's speed in still water is 10 km/h. What is the boat's speed relative to the riverbank?,Application
5760,A train is traveling at 80 km/h. A bird is flying in the opposite direction at 20 km/h. What is the relative velocity of the bird relative to the train?,Higher Order Thinking Skills
5761,Which of the following statements about relative velocity is false?,Evaluation
5762,An object with a large mass will have:,Application
5763,Which of the following is NOT a factor that affects the inertia of an object?,Higher Order Thinking Skills
5764,Which of the following statements about inertia is true?,Evaluation
5765,Which of the following are the applications of differentiation?,Remembering
5766,Which of the following are the basic concepts of integration?,Remembering
5767,What is the relationship between differentiation and integration?,Understanding
5768,How can integration be used to find the area under a curve?,Application
5769,What are some of the applications of integration?,Higher Order Thinking Skills
5770,Which of the following is NOT a property of integration?,Evaluation
5771,Which of the following are true about the use of differentiation and integration in motion analysis?,Remembering
5772,What are the different ways that differentiation and integration can be used to analyze motion?,Understanding
5773,A car is traveling at a constant speed of 60 km/h. What is the distance traveled by the car in 2 hours?,Application
5774,Which of the following statements about the use of differentiation and integration in motion analysis is false?,Evaluation
5775,Which of the following are examples of scalar quantities?,Remembering
5776,Which of the following are examples of vector quantities?,Understanding
